pl_name,hostname,hd_name,hip_name,tic_id,ra,dec,sy_dist,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,discoverymethod,disc_year,default_flag
Kepler-1056 b,Kepler-1056,,,TIC 268935452,299.5259832,46.8992561,982.51,27.495606,0.0001457,-0.0001457,,,,,,,,,,,,,,,,2454966.28365,0.00359,-0.00359,,,,,,,,,,1.12,0.197,-0.115,1.2,0.508,-0.206,6127.0,199.75,-285.27,Transit,2016.0,1
Kepler-493 b,Kepler-493,,,TIC 139104940,295.3075252,38.8815716,1745.77,3.003876581,9.88e-07,-9.88e-07,,,,,,,,,,,,,,,,2454967.711271,0.000271,-0.000271,,,,,,,,,,1.36,0.159,-0.143,1.54,0.509,-0.26,6457.0,210.24,-229.75,Transit,2016.0,1
KOI-1783.01,KOI-1783,,,TIC 159051209,289.3414629,46.988155,865.73,134.4628,0.0033,-0.0035,,,,0.0,,,89.4413,0.0076,-0.0082,,,,,,,,,,0.22338986,0.03523896,-0.02894629,,,,,,,1.076,0.036,-0.032,1.143,0.031,-0.03,5922.0,60.0,-60.0,Transit,2020.0,1
Kepler-1022 b,Kepler-1022,,,TIC 159051188,289.3520595,46.9736345,420.042,10.99469878,1.88e-05,-1.88e-05,,,,,,,,,,,,,,,,2454970.35766,0.00144,-0.00144,,,,,,,,,,0.71,0.028,-0.039,0.68,0.024,-0.03,4445.0,49.47,-51.77,Transit,2016.0,1
Kepler-1046 b,Kepler-1046,,,TIC 272601000,296.7558056,46.9982799,721.534,14.37508035,4.094e-05,-4.094e-05,,,,,,,,,,,,,,,,2454972.05865,0.00238,-0.00238,,,,,,,,,,1.04,0.037,-0.042,1.04,0.071,-0.055,5913.0,72.81,-81.92,Transit,2016.0,1
Kepler-1000 b,Kepler-1000,,,TIC 158322296,286.6854729,47.0981948,1115.62,120.0181272,0.0003628,-0.0003628,,,,,,,,,,,,,,,,2454967.18927,0.00268,-0.00268,,,,,,,,,,1.4,0.04,-0.04,1.51,0.08,-0.075,6453.0,74.15,-73.42,Transit,2016.0,1
Kepler-1776 b,Kepler-1776,,,TIC 159728250,291.5344017,47.0424958,690.336,35.01190186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041,0.082,-0.059,1.153,0.185,-0.135,5872.0,70.0,-79.0,Transit,2021.0,1
Kepler-1677 b,Kepler-1677,,,TIC 274198958,298.493273,47.0130566,735.369,22.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,1.24959,,,6013.72,33.11,-33.11,Transit,2020.0,1
Kepler-473 b,Kepler-473,,,TIC 120961632,286.6300796,38.9455907,905.937,14.55731705,1.399e-05,-1.399e-05,,,,,,,,,,,,,,,,2454978.094662,0.000763,-0.000763,,,,,,,,,,1.06,0.073,-0.055,1.34,0.26,-0.22,5816.0,74.23,-91.94,Transit,2016.0,1
Kepler-334 c,Kepler-334,,,TIC 158394479,287.1406177,47.1151153,426.59,12.758005,5.5e-05,-5.5e-05,0.107,,,,,,,,,,,,,,,2454966.9579,0.00256,-0.00256,,,,,,,,,,,,,1.068,0.194,-0.194,5828.0,100.0,-100.0,Transit,2014.0,1
Kepler-337 c,Kepler-337,,,TIC 159226052,290.0605123,47.1639533,677.975,9.693201,4.7e-05,-4.7e-05,0.093,,,,,,,,,,,,,,,2454965.8115,0.00291,-0.00291,,,,,,,,,,,,,1.761,0.485,-0.485,5684.0,175.0,-175.0,Transit,2014.0,1
Kepler-1037 b,Kepler-1037,,,TIC 272282253,296.3410342,47.1709335,446.914,1.063788673,1.265e-06,-1.265e-06,,,,,,,,,,,,,,,,2454964.524735,0.00099,-0.00099,,,,,,,,,,0.82,0.04,-0.045,0.78,0.039,-0.042,5105.0,96.95,-70.71,Transit,2016.0,1
Kepler-989 b,Kepler-989,,,TIC 123357893,281.5827983,47.2334674,491.978,7.964315352,9.617e-06,-9.617e-06,,,,,,,,,,,,,,,,2454969.81672,0.00102,-0.00102,,,,,,,,,,0.82,0.035,-0.042,0.78,0.037,-0.038,5074.0,52.66,-53.62,Transit,2016.0,1
Kepler-1019 b,Kepler-1019,,,TIC 164556761,283.7175909,47.2043818,194.182,1.411229847,7.46e-07,-7.46e-07,,,,,,,,,,,,,,,,2454965.642284,0.00046,-0.00046,,,,,,,,,,0.7,0.031,-0.047,0.67,0.024,-0.036,4433.0,43.73,-45.09,Transit,2016.0,1
Kepler-332 b,Kepler-332,,,TIC 158272257,286.6627811,47.4136938,344.19,7.626324,2.8e-05,-2.8e-05,0.07,,,,,,,,,,,,,,,2454969.01672,0.00221,-0.00221,,,,,,,,,,,,,0.72,0.041,-0.041,4955.0,100.0,-100.0,Transit,2014.0,1
Kepler-497 b,Kepler-497,,,TIC 122605766,290.7659557,38.9279468,1291.98,3.573203671,9.08e-07,-9.08e-07,,,,,,,,,,,,,,,,2454967.934257,0.000211,-0.000211,,,,,,,,,,1.09,0.095,-0.064,1.11,0.291,-0.121,5834.0,110.98,-141.15,Transit,2016.0,1
Kepler-994 b,Kepler-994,,,TIC 158983792,289.0720752,47.406918,188.158,1.151166506,5.7e-07,-5.7e-07,,,,,,,,,,,,,,,,2454966.231885,0.000406,-0.000406,,,,,,,,,,0.56,0.026,-0.027,0.54,0.022,-0.022,3934.0,38.91,-35.14,Transit,2016.0,1
Kepler-1043 b,Kepler-1043,,,TIC 123358827,281.6629579,47.5685927,903.332,38.5053398,0.0001785,-0.0001785,,,,,,,,,,,,,,,,2454991.30219,0.0033,-0.0033,,,,,,,,,,0.92,0.047,-0.059,0.9,0.104,-0.067,5629.0,73.19,-67.58,Transit,2016.0,1
Kepler-992 b,Kepler-992,,,TIC 164723619,284.4304085,47.6416613,259.639,20.16034462,5.016e-05,-5.016e-05,,,,,,,,,,,,,,,,2454977.3439,0.00205,-0.00205,,,,,,,,,,0.8,0.025,-0.032,0.74,0.016,-0.019,4944.0,43.61,-46.1,Transit,2016.0,1
Kepler-981 b,Kepler-981,,,TIC 158984916,289.2489051,47.6501141,878.082,4.469757736,5.863e-06,-5.863e-06,,,,,,,,,,,,,,,,2454964.84366,0.00112,-0.00112,,,,,,,,,,0.98,0.045,-0.052,0.96,0.124,-0.072,5718.0,78.23,-82.87,Transit,2016.0,1
Kepler-1049 b,Kepler-1049,,,TIC 158489095,287.3469567,47.7729078,162.006,3.273460736,5.305e-06,-5.305e-06,,,,,,,,,,,,,,,,2454967.44686,0.00128,-0.00128,,,,,,,,,,0.51,0.026,-0.026,0.49,0.026,-0.025,3864.0,42.03,-41.5,Transit,2016.0,1
Kepler-969 b,Kepler-969,,,TIC 158785055,288.3724989,47.9335642,390.354,34.1731714,7.358e-05,-7.358e-05,,,,,,,,,,,,,,,,2454970.7914,0.00168,-0.00168,,,,,,,,,,0.92,0.016,-0.016,0.82,0.013,-0.011,5214.0,44.63,-40.68,Transit,2016.0,1
Kepler-954 b,Kepler-954,,,TIC 27645404,295.8594318,47.9396001,215.814,16.78176602,1.593e-05,-1.593e-05,,,,,,,,,,,,,,,,2454972.793332,0.00072,-0.00072,,,,,,,,,,0.82,0.024,-0.032,0.76,0.017,-0.018,4990.0,61.28,-69.8,Transit,2016.0,1
Kepler-1709 b,Kepler-1709,,,TIC 164464070,283.3748873,43.7883708,273.946,65.70459747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003,0.072,-0.064,1.043,0.158,-0.092,5918.0,106.0,-130.0,Transit,2021.0,1
Kepler-1040 b,Kepler-1040,,,TIC 48217265,283.1137663,48.1312774,482.119,201.1214,0.001945,-0.001945,,,,,,,,,,,,,,,,2455020.56107,0.00596,-0.00596,,,,,,,,,,0.98,0.035,-0.037,0.96,0.064,-0.047,5694.0,78.24,-65.65,Transit,2016.0,1
Kepler-339 b,Kepler-339,,,TIC 26817284,293.351701,48.4445922,616.637,4.977656,1.9e-05,-1.9e-05,0.055,,,,,,,,,,,,,,,2454967.67151,0.00227,-0.00227,,,,,,,,,,,,,0.802,0.362,-0.362,5631.0,200.0,-200.0,Transit,2014.0,1
Kepler-447 b,Kepler-447,,,TIC 48506505,285.2685283,48.5598835,268.041,7.79430132,1.82e-06,-1.82e-06,0.0769,0.0062,-0.0079,0.123,0.037,-0.036,86.55,0.24,-0.32,98.3,1.1,-11.0,,,,2454970.259778,,,1.37,0.48,-0.46,,,,141.0,42.0,-42.0,1.0,0.21,-0.21,1.05,0.19,-0.19,5493.0,62.0,-62.0,Transit,2015.0,1
Kepler-1050 b,Kepler-1050,,,TIC 48216453,282.9249847,48.6264015,490.488,15.3787546,6.915e-05,-6.915e-05,,,,,,,,,,,,,,,,2454976.41074,0.00327,-0.00327,,,,,,,,,,1.09,0.082,-0.067,1.13,0.29,-0.119,6010.0,90.67,-99.65,Transit,2016.0,1
Kepler-1001 b,Kepler-1001,,,TIC 405719252,286.2739151,48.6186972,928.978,14.30511983,4.34e-05,-4.34e-05,,,,,,,,,,,,,,,,2454968.06626,0.00255,-0.00255,,,,,,,,,,0.9,0.043,-0.045,0.88,0.094,-0.056,5491.0,66.16,-68.91,Transit,2016.0,1
Kepler-1673 b,Kepler-1673,,,TIC 377782148,285.6671724,48.7195865,727.187,33.7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,1.13166,,,6014.95,28.29,-28.29,Transit,2020.0,1
Kepler-957 b,Kepler-957,,,TIC 267748934,290.1563633,48.818971,824.688,5.907413537,5.067e-06,-5.067e-06,,,,,,,,,,,,,,,,2454966.934664,0.000687,-0.000687,,,,,,,,,,0.81,0.034,-0.042,0.75,0.034,-0.04,4963.0,47.52,-58.85,Transit,2016.0,1
Kepler-1771 b,Kepler-1771,,,TIC 26583944,292.0134714,49.0191267,565.752,88.64399719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941,0.057,-0.063,0.934,0.124,-0.072,5661.0,101.0,-112.0,Transit,2021.0,1
Kepler-956 b,Kepler-956,,,TIC 424867045,292.5308289,49.0616555,544.939,5.248672631,3.121e-06,-3.121e-06,,,,,,,,,,,,,,,,2454968.516253,0.000525,-0.000525,,,,,,,,,,1.1,0.091,-0.073,1.15,0.298,-0.135,6040.0,114.09,-113.17,Transit,2016.0,1
Kepler-998 b,Kepler-998,,,TIC 27914290,296.7541629,49.2087085,986.364,5.65377733,1.059e-05,-1.059e-05,,,,,,,,,,,,,,,,2454964.71214,0.00155,-0.00155,,,,,,,,,,1.12,0.098,-0.083,1.18,0.308,-0.149,6058.0,104.5,-165.4,Transit,2016.0,1
Kepler-347 b,Kepler-347,,,TIC 299158566,289.1995995,49.3056404,1298.88,12.79836,0.000106,-0.000106,0.11,,,,,,,,,,,,,,,2454966.64816,0.00481,-0.00481,,,,,,,,,,,,,1.005,0.464,-0.464,6088.0,200.0,-200.0,Transit,2014.0,1
Kepler-411 c,Kepler-411,,,TIC 399954349,287.6057027,49.5233937,153.676,7.834435,2e-06,-2e-06,0.0739,0.001,-0.001,0.108,0.003,-0.004,88.61,0.04,-0.04,103.0,1.6,-1.7,,,,2454968.2224,0.0002,-0.0002,0.08306327,0.01856338,-0.01856338,,,,,,,0.87,0.039,-0.039,0.82,0.018,-0.018,,,,Transit,2016.0,1
Kepler-45 b,Kepler-45,,,TIC 137899948,292.8729292,41.0641727,381.949,2.455239,4e-06,-4e-06,0.03,,,0.11,0.1,-0.09,87.0,0.7,-0.7,230.0,68.0,-68.0,,,,,,,0.505,0.09,-0.09,,,,110.0,10.0,-10.0,0.59,0.06,-0.06,0.55,0.11,-0.11,3820.0,90.0,-90.0,Transit,2011.0,1
Kepler-324 c,Kepler-324,,,TIC 243271716,286.4714473,49.6490933,501.574,51.805612,0.000314,-0.000314,0.26,,,,,,,,,,,,,,,2455016.00049,0.00291,-0.00291,,,,,,,,,,,,,0.84,0.072,-0.072,5194.0,100.0,-100.0,Transit,2014.0,1
Kepler-1041 b,Kepler-1041,,,TIC 27007509,293.8817361,49.6831419,1485.82,24.7576421,0.0001112,-0.0001112,,,,,,,,,,,,,,,,2454975.06892,0.00396,-0.00396,,,,,,,,,,1.06,0.07,-0.066,1.08,0.227,-0.106,5957.0,107.73,-105.23,Transit,2016.0,1
Kepler-991 b,Kepler-991,,,TIC 28084836,297.0905543,49.6264867,389.561,82.5342519,0.0003449,-0.0003449,,,,,,,,,,,,,,,,2455042.12641,0.00341,-0.00341,,,,,,,,,,0.64,0.028,-0.031,0.61,0.022,-0.022,4392.0,55.21,-44.76,Transit,2016.0,1
Kepler-1023 b,Kepler-1023,,,TIC 299154193,289.0297232,49.7697034,694.175,62.1387714,0.0002199,-0.0002199,,,,,,,,,,,,,,,,2454994.1476,0.00269,-0.00269,,,,,,,,,,0.93,0.042,-0.045,0.89,0.101,-0.053,5494.0,75.28,-98.69,Transit,2016.0,1
Kepler-1028 b,Kepler-1028,,,TIC 416265126,289.5931004,49.7812447,607.916,2.51462432,4.953e-06,-4.953e-06,,,,,,,,,,,,,,,,2454965.91016,0.00159,-0.00159,,,,,,,,,,0.9,0.048,-0.061,0.87,0.095,-0.065,5522.0,102.65,-78.23,Transit,2016.0,1
Kepler-1004 b,Kepler-1004,,,TIC 28159194,297.3593427,49.7975464,1152.68,5.28789787,1.198e-05,-1.198e-05,,,,,,,,,,,,,,,,2454968.36353,0.00189,-0.00189,,,,,,,,,,1.11,0.185,-0.122,3.39,0.282,-0.216,4972.0,52.3,-39.52,Transit,2016.0,1
Kepler-325 b,Kepler-325,,,TIC 267671250,289.8354219,49.825607,823.242,4.544439,8e-06,-8e-06,0.053,,,,,,,,,,,,,,,2454967.9001,0.00104,-0.00104,,,,,,,,,,,,,1.003,0.497,-0.497,5752.0,200.0,-200.0,Transit,2014.0,1
Kepler-997 b,Kepler-997,,,TIC 299159378,289.2333767,49.9388952,467.568,2.707306716,5.525e-06,-5.525e-06,,,,,,,,,,,,,,,,2454965.43096,0.00163,-0.00163,,,,,,,,,,1.22,0.147,-0.081,1.56,0.374,-0.3,6150.0,62.57,-54.96,Transit,2016.0,1
Kepler-973 b,Kepler-973,,,TIC 267747398,290.1653203,49.9238126,328.52,49.6077331,0.0001208,-0.0001208,,,,,,,,,,,,,,,,2454971.41415,0.00191,-0.00191,,,,,,,,,,0.86,0.027,-0.033,0.78,0.019,-0.022,5213.0,65.87,-62.75,Transit,2016.0,1
Kepler-1036 b,Kepler-1036,,,TIC 27396869,295.1817093,49.9458172,489.435,122.8808058,0.000709,-0.000709,,,,,,,,,,,,,,,,2454998.45701,0.00516,-0.00516,,,,,,,,,,0.95,0.032,-0.036,0.89,0.037,-0.032,5533.0,83.31,-69.58,Transit,2016.0,1
Kepler-65 c,Kepler-65,,,TIC 121731834,288.6887221,41.1511076,303.728,5.859944,3e-06,-3e-06,0.068,0.004,-0.002,,,,,,,,,,,,,2454965.0391,0.0003,-0.0003,,,,,,,,,,1.25,0.06,-0.06,1.41,0.03,-0.03,6211.0,66.0,-66.0,Transit,2012.0,1
Kepler-968 b,Kepler-968,,,TIC 350814607,285.6025889,50.1120401,290.324,3.692983728,3.606e-06,-3.606e-06,,,,,,,,,,,,,,,,2454965.736952,0.00078,-0.00078,,,,,,,,,,0.76,0.026,-0.04,0.7,0.021,-0.027,4598.0,37.07,-38.88,Transit,2016.0,1
Kepler-966 b,Kepler-966,,,TIC 28159758,297.270576,50.1218365,1027.8,99.747622,0.0004523,-0.0004523,,,,,,,,,,,,,,,,2455041.39537,0.00292,-0.00292,,,,,,,,,,1.02,0.068,-0.072,1.02,0.264,-0.105,5840.0,113.67,-184.03,Transit,2016.0,1
Kepler-1061 b,Kepler-1061,,,TIC 27776660,296.2300306,50.2752091,543.375,2.757982666,3.883e-06,-3.883e-06,,,,,,,,,,,,,,,,2454964.87883,0.00119,-0.00119,,,,,,,,,,1.09,0.036,-0.042,1.07,0.055,-0.047,6067.0,71.81,-59.04,Transit,2016.0,1
Kepler-1047 b,Kepler-1047,,,TIC 299029323,288.6462564,50.7889645,817.647,56.1886887,0.0002756,-0.0002756,,,,,,,,,,,,,,,,2454979.38005,0.00377,-0.00377,,,,,,,,,,1.08,0.046,-0.042,1.13,0.137,-0.09,5754.0,83.64,-75.6,Transit,2016.0,1
Kepler-188 b,Kepler-188,,,TIC 123235018,281.2797173,44.3154743,968.544,2.061897,1e-05,-1e-05,0.032,,,,,,,,,,,,,,,2454966.19858,0.0027,-0.0027,,,,,,,,,,,,,1.141,0.514,-0.514,6021.0,200.0,-200.0,Transit,2014.0,1
Kepler-1062 b,Kepler-1062,,,TIC 120043084,283.8994187,41.221594,397.455,9.30412078,2.394e-05,-2.394e-05,,,,,,,,,,,,,,,,2454973.34013,0.00213,-0.00213,,,,,,,,,,0.75,0.029,-0.038,0.7,0.023,-0.026,4597.0,61.91,-73.2,Transit,2016.0,1
Kepler-1063 b,Kepler-1063,,,TIC 122451550,290.5267975,38.1428283,343.226,14.07971466,2.871e-05,-2.871e-05,,,,,,,,,,,,,,,,2454972.95846,0.00167,-0.00167,,,,,,,,,,1.09,0.109,-0.072,1.14,0.304,-0.14,5945.0,188.84,-155.38,Transit,2016.0,1
Kepler-1112 b,Kepler-1112,,,TIC 272841734,296.9687937,47.7514799,1671.28,14.36267939,5.701e-05,-5.701e-05,,,,,,,,,,,,,,,,2454974.43634,0.00344,-0.00344,,,,,,,,,,1.34,0.211,-0.133,1.54,0.651,-0.264,6496.0,147.03,-147.28,Transit,2016.0,1
Kepler-1681 b,Kepler-1681,,,TIC 272602477,296.6972773,46.3716969,758.3,69.8956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5756.4,67.99,-67.99,Transit,2020.0,1
Kepler-91 b,Kepler-91,,,TIC 352011875,285.6729033,44.1167513,1294.69,6.24658,8e-05,-8e-05,0.0731,0.0034,-0.0031,,,,69.68,0.67,-0.57,,,,,,,2454969.3958,0.0002,-0.0002,0.81,0.18,-0.17,,,,70.0,11.0,-11.0,1.31,0.1,-0.1,6.3,0.16,-0.16,4550.0,75.0,-75.0,Transit,2013.0,1
Kepler-1113 b,Kepler-1113,,,TIC 122062725,289.4066969,39.338813,1073.88,42.3004954,0.0002092,-0.0002092,,,,,,,,,,,,,,,,2455001.77877,0.00368,-0.00368,,,,,,,,,,1.12,0.133,-0.073,1.17,0.468,-0.145,5931.0,80.28,-109.5,Transit,2016.0,1
Kepler-361 c,Kepler-361,,,TIC 272601590,296.8034146,46.7411011,930.32,55.188023,0.000655,-0.000655,0.3,,,,,,,,,,,,,,,2455013.75018,0.00573,-0.00573,,,,,,,,,,,,,1.343,0.255,-0.255,6169.0,100.0,-100.0,Transit,2014.0,1
Kepler-1114 b,Kepler-1114,,,TIC 268612417,299.2370531,45.8347781,418.417,14.97435694,5.221e-05,-5.221e-05,,,,,,,,,,,,,,,,2454974.50172,0.00284,-0.00284,,,,,,,,,,0.87,0.038,-0.043,0.83,0.037,-0.034,5374.0,87.46,-77.65,Transit,2016.0,1
Kepler-1115 b,Kepler-1115,,,TIC 138960099,294.9917723,40.1443964,983.245,23.5540725,0.0001356,-0.0001356,,,,,,,,,,,,,,,,2454977.21245,0.00475,-0.00475,,,,,,,,,,1.6,0.096,-0.1,1.73,0.289,-0.203,8480.0,295.98,-217.88,Transit,2016.0,1
Kepler-1116 b,Kepler-1116,,,TIC 63076026,291.9336573,44.1154992,1008.57,41.6977827,0.0002004,-0.0002004,,,,,,,,,,,,,,,,2454967.24364,0.00386,-0.00386,,,,,,,,,,0.95,0.054,-0.057,0.93,0.197,-0.076,5641.0,91.87,-133.14,Transit,2016.0,1
Kepler-1117 b,Kepler-1117,,,TIC 26583640,292.0847866,49.2374206,568.487,4.79028459,1.86e-05,-1.86e-05,,,,,,,,,,,,,,,,2454967.95434,0.00324,-0.00324,,,,,,,,,,0.95,0.044,-0.049,0.93,0.134,-0.063,5612.0,82.98,-101.57,Transit,2016.0,1
Kepler-1118 b,Kepler-1118,,,TIC 239238425,299.9656619,44.1608805,888.325,38.6715075,0.0002298,-0.0002298,,,,,,,,,,,,,,,,2454990.62071,0.00511,-0.00511,,,,,,,,,,0.96,0.106,-0.077,0.97,0.174,-0.112,5688.0,303.78,-268.88,Transit,2016.0,1
Kepler-1119 b,Kepler-1119,,,TIC 272940104,297.0191018,44.3274936,1757.23,8.3265153,4.777e-05,-4.777e-05,,,,,,,,,,,,,,,,2454968.58682,0.00465,-0.00465,,,,,,,,,,1.11,0.141,-0.108,1.17,0.383,-0.182,6083.0,177.4,-249.75,Transit,2016.0,1
Kepler-1120 b,Kepler-1120,,,TIC 159573412,290.9144516,42.2865522,615.231,2.949029052,7.469e-06,-7.469e-06,,,,,,,,,,,,,,,,2454966.13641,0.0021,-0.0021,,,,,,,,,,0.78,0.036,-0.039,0.74,0.029,-0.037,4904.0,70.02,-67.83,Transit,2016.0,1
Kepler-362 c,Kepler-362,,,TIC 63069779,291.771603,47.5299192,1090.51,37.866281,0.000298,-0.000298,0.207,,,,,,,,,,,,,,,2454967.35783,0.00452,-0.00452,,,,,,,,,,,,,0.722,0.304,-0.304,5788.0,200.0,-200.0,Transit,2014.0,1
Kepler-104 b,Kepler-104,,,TIC 158553540,287.6046621,42.1665104,400.785,11.427548,1.5e-05,-1.5e-05,0.094,,,,,,,,,,,,,,,2454970.61305,0.00077,-0.00077,,,,,,,,,,,,,1.349,0.223,-0.223,5711.0,74.0,-74.0,Transit,2014.0,1
Kepler-363 d,Kepler-363,,,TIC 258349590,283.1920779,41.3054172,762.596,11.932125,9.3e-05,-9.3e-05,0.107,,,,,,,,,,,,,,,2454975.10532,0.00443,-0.00443,,,,,,,,,,,,,1.485,0.231,-0.231,5593.0,100.0,-100.0,Transit,2014.0,1
Kepler-1121 b,Kepler-1121,,,TIC 28230581,297.7865467,47.8861542,482.047,13.15141081,5.864e-05,-5.864e-05,,,,,,,,,,,,,,,,2454977.16108,0.00336,-0.00336,,,,,,,,,,1.29,0.13,-0.091,1.59,0.397,-0.293,6231.0,90.24,-72.86,Transit,2016.0,1
Kepler-1979 b,Kepler-1979,,,TIC 122142813,289.8429062,38.309622,1076.27,18.5084526,0.0001311,-0.0001311,0.1383,,,0.0,,,77.63,,,,,,,,,2454964.54555,0.0057,-0.0057,,,,,,,,,,1.028,0.127,-0.14,0.938,0.282,-0.094,5942.0,176.0,-193.0,Transit,2023.0,1
Kepler-1786 b,Kepler-1786,,,TIC 137687477,292.5877743,38.5219827,863.909,78.5460968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.058,0.105,-0.073,1.397,0.228,-0.254,5808.0,78.0,-78.0,Transit,2021.0,1
Kepler-1122 b,Kepler-1122,,,TIC 158664692,288.2805801,46.3408747,1230.42,42.1917357,0.0002996,-0.0002996,,,,,,,,,,,,,,,,2454988.31547,0.00578,-0.00578,,,,,,,,,,0.92,0.04,-0.052,0.89,0.114,-0.056,5544.0,73.22,-72.56,Transit,2016.0,1
Kepler-364 c,Kepler-364,,,TIC 123358019,281.5699998,47.3986233,891.462,59.980627,0.000879,-0.000879,0.312,,,,,,,,,,,,,,,2455009.15025,0.00697,-0.00697,,,,,,,,,,,,,1.284,0.249,-0.249,6108.0,125.0,-125.0,Transit,2014.0,1
Kepler-1799 b,Kepler-1799,,,TIC 298961646,288.3086994,51.4783348,2254.69,11.9296999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.016,0.116,-0.127,0.921,0.256,-0.092,5831.0,157.0,-192.0,Transit,2021.0,1
Kepler-1123 b,Kepler-1123,,,TIC 27188610,294.5177291,50.6703927,704.323,4.33946454,1.178e-05,-1.178e-05,,,,,,,,,,,,,,,,2454965.80245,0.00218,-0.00218,,,,,,,,,,0.93,0.04,-0.044,0.9,0.128,-0.057,5500.0,75.39,-90.52,Transit,2016.0,1
Kepler-1124 b,Kepler-1124,,,TIC 120963454,286.5942529,37.8912836,289.899,2.852348975,3.028e-06,-3.028e-06,,,,,,,,,,,,,,,,2454965.044317,0.000872,-0.000872,,,,,,,,,,0.35,0.02,-0.021,0.34,0.018,-0.016,3658.0,33.4,-26.65,Transit,2016.0,1
Kepler-1800 b,Kepler-1800,,,TIC 169814632,297.6513317,40.3524154,350.455,4.562029839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,0.146,-0.341,2.506,0.468,-0.87,5343.0,85.0,-74.0,Transit,2021.0,1
Kepler-1125 b,Kepler-1125,,,TIC 184009076,295.4812018,40.7319316,2011.41,17.6700642,0.0001176,-0.0001176,,,,,,,,,,,,,,,,2454964.59796,0.00577,-0.00577,,,,,,,,,,0.95,0.079,-0.067,0.94,0.148,-0.088,5683.0,241.45,-131.51,Transit,2016.0,1
Kepler-1068 b,Kepler-1068,,,TIC 271165395,294.6481708,46.3923173,1473.61,16.92344113,5.446e-05,-5.446e-05,,,,,,,,,,,,,,,,2454978.81211,0.00257,-0.00257,,,,,,,,,,1.01,0.069,-0.065,1.01,0.246,-0.102,5806.0,123.65,-169.98,Transit,2016.0,1
Kepler-1126 b,Kepler-1126,,,TIC 352013661,285.691955,45.6893993,635.736,108.593329,0.001003,-0.001003,,,,,,,,,,,,,,,,2455006.75102,0.00774,-0.00774,,,,,,,,,,0.92,0.054,-0.06,0.93,0.106,-0.074,5798.0,61.16,-55.36,Transit,2016.0,1
Kepler-365 b,Kepler-365,,,TIC 27530849,295.626564,49.130411,1038.99,10.664903,6.9e-05,-6.9e-05,0.098,,,,,,,,,,,,,,,2454965.00994,0.00403,-0.00403,,,,,,,,,,,,,1.048,0.487,-0.487,6012.0,200.0,-200.0,Transit,2014.0,1
Kepler-1127 b,Kepler-1127,,,TIC 275569511,293.2173563,42.7205846,842.459,5.12330347,2.272e-05,-2.272e-05,,,,,,,,,,,,,,,,2454965.08566,0.0035,-0.0035,,,,,,,,,,0.97,0.045,-0.052,0.95,0.15,-0.074,5664.0,89.83,-137.31,Transit,2016.0,1
Kepler-427 b,Kepler-427,,,TIC 158668572,288.2545808,43.7048379,1017.8,10.290994,1.1e-06,-1.1e-06,0.091,0.01,-0.01,0.57,,,89.5,0.45,-0.45,,,,,,,2454970.02207,9e-05,-9e-05,0.29,0.09,-0.09,,,,29.8,9.1,-9.1,0.96,0.06,-0.06,1.35,0.2,-0.2,5800.0,70.0,-70.0,Transit,2014.0,1
Kepler-1128 b,Kepler-1128,,,TIC 137972889,293.063315,39.4034052,1083.41,61.6178167,0.0003337,-0.0003337,,,,,,,,,,,,,,,,2455012.07877,0.00467,-0.00467,,,,,,,,,,0.94,0.044,-0.051,0.91,0.132,-0.063,5543.0,95.27,-144.99,Transit,2016.0,1
Kepler-1129 b,Kepler-1129,,,TIC 137212833,291.6044965,41.3093275,1183.88,24.3397804,0.0001298,-0.0001298,,,,,,,,,,,,,,,,2454969.05935,0.0046,-0.0046,,,,,,,,,,1.0,0.064,-0.064,1.0,0.173,-0.095,5831.0,134.99,-114.35,Transit,2016.0,1
Kepler-366 b,Kepler-366,,,TIC 27914560,296.8520316,49.0844359,1856.28,3.281959,2.2e-05,-2.2e-05,0.045,,,,,,,,,,,,,,,2454965.41897,0.0037,-0.0037,,,,,,,,,,,,,1.048,0.47,-0.47,6209.0,200.0,-200.0,Transit,2014.0,1
