host,file,n_obs,best_kernel,logL,BIC,AIC,n_params,convergence_gap,ks_statistic,ks_pvalue,lb_statistic,lb_pvalue,lb_df,whitened_std,whitened_kurt_excess,n,p_log_sigma,p_log_rho,p_log_Q,p_log_jitter,p_log_period,p_log_Q0,p_log_dQ,p_logit_f,p_sho.log_sigma,p_sho.log_rho,p_sho.log_Q,p_matern32.log_sigma,p_matern32.log_rho
Gamma Cephei,UID_0116727_RVC_010.tbl,39,sho,-134.04121455343426,282.7366756913871,276.0824291068685,4,2.280143167650948,0.1341723135403443,0.4452838598431028,14.48633449982526,0.04317741828795829,7,0.8895754305155316,0.2667585114097135,39,1.3763612478660683,4.711332153690241,6.907755278982137,-7.094984810665901,,,,,,,,,
HD 224693,UID_0118319_RVC_001.tbl,24,sho,-62.976237788006515,138.66469089740482,133.95247557601303,4,1.975113344244292,0.10235832270017842,0.9410151306424503,6.853282954842723,0.1438476806655431,4,0.9691861316220224,-0.44679898153533815,24,0.48529030221939307,1.8611320309078583,6.907755278982137,-6.393553130461383,,,,,,,,,
HD 41004B,UID_0152734_RVC_002.tbl,103,matern32,-796.995430972077,1607.895048908843,1599.990861944154,3,0.0,0.061913334104997664,0.8014543806091803,25.138512172678382,0.1961832706822343,20,0.918596033322652,-0.2034689088026802,103,1.706884745337877,0.38398267062497277,,-2.898285440650214,,,,,,,,,
HD 41004B,UID_0152734_RVC_003.tbl,149,matern32,-1160.1171047816347,2335.246048481106,2326.2342095632694,3,0.0051609073188956245,0.040814663701480236,0.956461025892765,19.098930105550334,0.5154040635717132,20,0.9696449221526783,-0.04798041954379384,149,1.7609727591052124,0.4971992045091384,,-2.8441974268828787,,,,,,,,,
GJ 317,UID_0250257_RVC_001.tbl,18,sho,-64.79207013099322,141.1456272935711,137.58414026198645,4,4.300368274916778,0.19700871590423202,0.4317465612222966,5.6592573111321265,0.1294175532011571,3,1.0676020570674924,1.472988706738236,18,1.6132406338515601,5.61267398707444,6.907755278982137,1.798309645549235,,,,,,,,,
GJ 1214,UID_0250599_RVC_001.tbl,27,matern32,-78.79247701784021,167.47246463369342,163.58495403568043,3,3.0580054044548888e-09,0.1253842233355279,0.7435155418139225,4.1583819670993485,0.5268456399379547,5,0.9037987010288404,-0.082771143209599,27,-2.9415092991205767,0.5875544156512975,,-7.546679485108668,,,,,,,,,
GJ 3470,UID_0250911_RVC_001.tbl,61,matern32,-189.29512560114588,390.9228727948117,384.59025120229177,3,6.363104947574897,0.1072306535630928,0.45322348418207414,16.42627293858383,0.1724825753995094,12,1.0054863378111805,-0.4028284082018807,61,-2.9094768624004863,6.833956138201556,,1.2332481774714539,,,,,,,,,
GJ 3634,UID_0250999_RVC_001.tbl,54,sho,-121.79553986925407,259.5470159247652,251.59107973850814,4,3.4351729309935166,0.08468738399127129,0.8023548477033009,8.71945048134559,0.5589196506914011,10,0.8208869726995506,-0.23134894924842042,54,-0.0038704854542525556,2.419330128801719,6.907755278982137,-7.364653519393357,,,,,,,,,
TrES-3,UID_0300006_RVC_002.tbl,20,matern32,-80.88676060514918,170.76071803096033,167.77352121029836,3,0.10786365848120738,0.19691348599929237,0.3710242228920494,3.5364703015051124,0.47235466658980496,4,1.0123802306233525,-0.5010506599916926,20,0.922093439370249,0.0,,1.6245602165693966,,,,,,,,,
BD -10 3166,UID_0300008_RVC_001.tbl,17,sho,-53.428856235559394,118.19056584734365,114.85771247111879,4,1.5143200176408413,0.1590261041199964,0.7256211844151632,8.128717161894429,0.04342508093283082,3,0.9610197818611316,-0.5817863876495433,17,1.320838879228991,1.8009184863960495,6.907755278950713,-7.050613335148834,,,,,,,,,
BD -10 3166,UID_0300008_RVC_002.tbl,31,matern32,-94.24298349327645,198.78792860000834,194.4859669865529,3,3.4584979141931456,0.07971198955476322,0.9802504380992153,5.902704854090739,0.4341770450993885,6,0.9829478202179133,-0.8730663363103077,31,-2.9999686479203564,5.538802157936559,,1.2609658584528072,,,,,,,,,
TrES-2,UID_0300013_RVC_002.tbl,56,matern32,-184.7107764231538,381.49760791851304,375.4215528463076,3,0.16143328563970272,0.10827784071512031,0.4937553740562992,7.218342788743037,0.7811359981916846,11,1.0117833857493612,2.3053366866114997,56,-2.71428008732089,-1.1167473759534574,,0.7276634555966762,,,,,,,,,
HAT-P-1,UID_0300014_RVC_004.tbl,33,matern32,-113.54357808142028,237.57667884724,233.08715616284056,3,6.423995031784315,0.08423865138323441,0.9577541436003596,7.008629794186165,0.32004985779445483,6,0.8159492811400836,-0.7593257355787797,33,1.9287960491612024,-3.692962782899718,,-6.535173245132271,,,,,,,,,
NGC 2423 No. 3,UID_0300041_RVC_001.tbl,28,sho,-120.32332796710891,253.97547397491863,248.64665593421782,4,1.1397415420333346e-06,0.16127597158467638,0.41620412444349,2.63552424367458,0.7559606595770992,5,0.968699752586276,-0.03371634465961515,28,3.1796362761315424,5.1013329905323666,1.6112799889170615,-5.678616152482125,,,,,,,,,
TrES-4,UID_0300043_RVC_002.tbl,31,sho,-130.3109060484193,274.3577609147792,268.6218120968386,4,7.730956849381499,0.17588891832717513,0.26074097735431756,8.47036135573185,0.20562767353154698,6,0.7970652212345152,0.9908316752729598,31,2.72506697934311,-1.7970513399875745,1.5256261981486252,-3.8537850635453292,,,,,,,,,
XO-3,UID_0300044_RVC_001.tbl,55,matern32,-289.7358161540311,591.4936318637597,585.4716323080622,3,5.056570811133781,0.09304065581314425,0.6928014639809277,13.33986058295566,0.2716938008636407,11,1.0997188961843414,-0.6284565734766865,55,3.5096104749089885,-3.936597111908034,,-5.1610847721071575,,,,,,,,,
HAT-P-6,UID_0300051_RVC_001.tbl,15,matern32,-52.73349757930082,113.59114576190827,111.46699515860163,3,2.367972546016702,0.14926342919818192,0.8445932847052846,7.063617999278739,0.06989745739463016,3,1.038883503233779,-0.5379974327415495,15,-2.468459471593921,2.6433687363866323,,1.7870670987612451,,,,,,,,,
WASP-3,UID_0300056_RVC_002.tbl,33,matern32,-174.32711429957607,359.1437512835516,354.65422859915213,3,0.07760213088297974,0.08657904867392319,0.9475091012970195,5.932905015606952,0.43074798536178194,6,0.9637952316165731,-0.06527533556075182,33,3.8028451443054334,-3.8298858733378185,,-4.532240536001853,,,,,,,,,
HAT-P-7,UID_0300061_RVC_002.tbl,17,rotation,-45.01793124357277,107.03514255148283,102.03586248714554,6,4.324807215270461,0.14560051526118867,0.8145820354851883,1.2466397341772564,0.7418412637695804,3,1.092250096966392,-0.9712377730301416,17,1.554711596642459,,,-7.455015158495614,1.69401429184977,8.940805180623288,-5.831212246958682,2.0057466085822604,,,,,
HAT-P-7,UID_0300061_RVC_003.tbl,69,matern32,-275.3751910581004,563.4527016299926,556.7503821162009,3,4.766328444593171,0.06984024884638329,0.8659984009654565,10.423892097035596,0.6589579631856365,13,0.9924653807738216,1.1765668315996844,69,2.0494440424098186,-3.4622837554789667,,2.2518306700582813,,,,,,,,,
WASP-6,UID_0300062_RVC_001.tbl,35,matern32,-137.01372716951877,284.6934985235058,280.02745433903755,3,0.00045166239638660954,0.11886391534842417,0.6622163158441503,3.3119355833349085,0.8547251588906208,7,0.7497971981027252,-0.27670878562590007,35,-2.2004572545309062,0.6871557678721847,,-6.805627440518998,,,,,,,,,
WASP-6,UID_0300062_RVC_002.tbl,44,matern32,-170.37548409269172,352.10353708713825,346.75096818538344,3,2.319945605884101,0.08638862992308038,0.8697810198208582,9.58664375122643,0.29524419435802973,8,1.033826865936877,0.21963622029804686,44,2.101156342297043,-3.7864313161817384,,1.816087214195355,,,,,,,,,
WASP-14,UID_0300070_RVC_003.tbl,39,matern32,-128.94646903118783,268.8836230007646,263.89293806237566,3,1.6230185906351835e-07,0.09550091119020845,0.8359134251276406,3.19109172933715,0.8667798678506,7,0.8973321353322582,-0.1309216275518681,39,1.8722473999703277,-3.7586834324729668,,-7.118293712296058,,,,,,,,,
WASP-14,UID_0300070_RVC_005.tbl,21,sho,-85.19337718210299,182.56484411509967,178.38675436420598,4,6.153852689551499,0.16896553197269376,0.5314709184614241,3.05841078487816,0.5480985276760555,4,0.8063774971585499,-0.7737675658803034,21,2.6351361905998547,-1.545439163452558,2.56959358092718,1.0490540601792837,,,,,,,,,
WASP-15,UID_0300071_RVC_001.tbl,21,matern32,-83.57979855799232,176.2931644291549,173.15959711598464,3,0.007506914290729583,0.17791184231233875,0.46652418721231914,6.1160256429605875,0.19064934648216703,4,1.0108206389950236,0.10396581252596393,21,-2.0074187607067344,0.7286591013926844,,0.9027596050320411,,,,,,,,,
HAT-P-9,UID_0300078_RVC_001.tbl,15,matern32,-64.39278351323509,136.9097176297768,134.78556702647018,3,1.4787957525186357e-09,0.20375322813543045,0.4987289542183132,3.0124921940344,0.38970313298281667,3,0.6524575141701351,0.049338625878332376,15,-1.8049807093409096,0.6922467754487752,,-6.410150895329001,,,,,,,,,
HAT-P-12,UID_0300085_RVC_001.tbl,21,matern32,-63.759432291302716,136.6524318957757,133.51886458260543,3,6.834450756601427,0.1331207899997931,0.8042040288417557,1.6648553671639221,0.7970913472949054,4,0.9965249186428017,-0.5356376358792514,21,-2.9899187426412106,2.095430872487654,,1.4303277614548593,,,,,,,,,
HAT-P-13,UID_0300088_RVC_001.tbl,96,sho,-267.9672160785567,554.1918249229848,543.9344321571134,4,34.035592394749074,0.0497567564305158,0.9618662073859632,25.0079324966113,0.16028127854276542,19,1.0032892388855594,-0.09082429121023683,96,0.9986818557432603,-1.4876628556796847,0.6072214558903476,1.037470221642367,,,,,,,,,
WASP-16,UID_0300090_RVC_001.tbl,30,matern32,-111.35694080837862,232.9174737617437,228.71388161675725,3,0.10172777423980506,0.11829035084788908,0.7515972647022704,6.358159295338014,0.3842869791144513,6,1.0750837800000101,1.3441604845979604,30,-2.217005046493017,1.6968771636288285,,1.122436563692395,,,,,,,,,
WASP-17,UID_0300091_RVC_001.tbl,41,matern32,-203.52387195163587,418.18846010338467,413.04774390327174,3,0.7095155571285545,0.07150545290446286,0.9749872106315451,7.638230515866384,0.46958199532419,8,0.9927698788746581,0.6495166743984622,41,-1.0508982113986893,4.633998034688302,,2.7705356991332937,,,,,,,,,
WASP-19,UID_0300095_RVC_001.tbl,34,matern32,-154.5342720209147,319.6476256156779,315.0685440418294,3,0.15179170505825823,0.09295028102953384,0.9043658057687876,6.78611108444167,0.3410813719377801,6,0.9653470063327843,-0.6310849045940414,34,-1.4674308201798247,4.117959788276193,,2.2156079706590877,,,,,,,,,
Kepler-8,UID_0300100_RVC_001.tbl,24,sho,-116.48548154419755,245.6831784097869,240.9709630883951,4,1.9855385993943457,0.11745038826956239,0.8572340338645922,11.637817544460873,0.02025792270511373,4,0.8488474999571513,-0.9717827803354826,24,2.972866381248775,1.8308048220332307,6.907755278982137,-3.455280084226094,,,,,,,,,
WASP-22,UID_0300105_RVC_001.tbl,37,matern32,-150.2834316269017,311.399616991736,306.5668632538034,3,0.0,0.10137982243403387,0.8049808021792354,9.134947822267563,0.24311205401913827,7,0.8663031899865906,-0.5676217069082741,37,-1.7462557898820081,1.3924006796238524,,-6.351425975870099,,,,,,,,,
WASP-26,UID_0300106_RVC_001.tbl,16,matern32,-59.53475337656044,127.38727291984021,125.06950675312088,3,0.021077953396009264,0.14666513897096678,0.8336529480115313,3.058588855517054,0.382679843931256,3,0.9205777150166771,-0.34673203982987344,16,-2.400356970291495,1.3844115899306795,,0.9197579434875369,,,,,,,,,
WASP-21,UID_0300107_RVC_003.tbl,15,sho,-41.31132964663236,93.45486009767356,90.62265929326472,4,3.221408117808288,0.10210379745657772,0.9929426065757384,0.17520151421088012,0.9814897011178167,3,0.9684571883896247,-0.9600306497628242,15,0.9915750976447278,2.9006923883369566,5.875476663786066,-5.43000520103096,,,,,,,,,
WASP-25,UID_0300109_RVC_001.tbl,29,matern32,-124.28336586034753,258.66861921065447,254.56673172069506,3,0.001115624736371501,0.13017003633290974,0.6620167931950661,3.1723173241279676,0.6734391838622453,5,0.9834064389370301,-0.641789076848645,29,-1.7480541661072337,1.233283593513699,,2.405769355039254,,,,,,,,,
CoRoT-8,UID_0300114_RVC_001.tbl,19,matern32,-72.69142752573447,154.21617198896826,151.38285505146894,3,4.752536142405006e-09,0.19550106434283931,0.40933898674500835,3.5930487827683417,0.3088930091408072,3,0.791333566711968,0.7940849982634517,19,-2.158540444518905,2.5219503205675857,,-6.7637106305069965,,,,,,,,,
WASP-36,UID_0300122_RVC_001.tbl,19,matern32,-85.06139037653125,178.95609769056182,176.1227807530625,3,4.213660531604546e-07,0.226298439002258,0.24511534713353078,1.3915017413703827,0.7075279740027206,3,0.6974243782516187,2.736259626858308,19,-1.7369108475730737,1.3691482022924994,,-6.342081033561165,,,,,,,,,
HAT-P-18,UID_0300123_RVC_001.tbl,24,sho,-69.3610369744854,151.4342892703626,146.7220739489708,4,0.010026301162199047,0.20264460379422716,0.2428508784354395,10.301253537634896,0.0356476241335445,4,1.0105847327363624,-0.7865451806805472,24,1.4257497818876228,3.515100100092932,0.945277773998968,-0.398556535715392,,,,,,,,,
HAT-P-24,UID_0300130_RVC_001.tbl,18,matern32,-66.80403046319805,142.27917620008458,139.6080609263961,3,2.6856264457451573,0.15676341019972884,0.7113155952926777,3.0350996369020904,0.38624509837339205,3,1.0226217742678017,0.2593160570078319,18,-2.291136980279885,1.345389029848141,,1.9461422822865786,,,,,,,,,
WASP-32,UID_0300134_RVC_001.tbl,36,matern32,-134.35548964845847,279.4615361122853,274.71097929691695,3,5.273496943251445,0.08233103401445624,0.9509563645992086,5.383627790582424,0.6132551032512704,7,0.950316571962019,-0.2064313761453418,36,2.0358395911772704,-3.8678523906266618,,-6.469065809344166,,,,,,,,,
HAT-P-27,UID_0300145_RVC_001.tbl,36,matern32,-116.62721080439265,244.00497842415362,239.2544216087853,3,0.0,0.06746236496218933,0.9929582768359532,12.721653089263304,0.0791877535121297,7,0.9137093428436392,-0.7342485527636584,36,-2.751244490973379,-4.387642363893044,,-7.35641467696147,,,,,,,,,
WASP-44,UID_0300157_RVC_001.tbl,17,matern32,-76.5261047180165,161.55184946820165,159.052209436033,3,6.022032764008145e-06,0.16911153317191702,0.6552057363199116,3.5010230899034758,0.3206294537167572,3,0.8376005348581782,-0.03229837212649134,17,-1.3850527975499278,0.845095436777281,,-5.990222983538019,,,,,,,,,
CoRoT-18,UID_0300165_RVC_002.tbl,18,matern32,-99.73216220540282,208.13543968449412,205.46432441080563,3,0.9329348620654372,0.1261054863259251,0.9034229245353094,2.759596916068353,0.4301942419588519,3,1.0959073476079033,-0.21577427492331047,18,-0.38464021365591355,-0.4909652930701174,,3.5280265713220578,,,,,,,,,
CoRoT-19,UID_0300167_RVC_002.tbl,18,matern32,-79.18474664518259,167.04060856405366,164.36949329036517,3,1.878852629033645e-08,0.14892984566327794,0.7662840834140617,3.2514155889191496,0.3544621338280155,3,1.005054408673048,-0.5929081041557298,18,-1.5225635062089484,1.2330469778332445,,-6.127733692197039,,,,,,,,,
Kepler-15,UID_0300168_RVC_001.tbl,24,matern32,-101.37344376428705,212.28104901961794,208.7468875285741,3,4.249872631589824e-08,0.2175038753216904,0.17772157224428786,3.3300532261522005,0.5041847203824809,4,0.5306791134608153,0.97798764205334,24,-2.125392886591777,1.7823486593969025,,-6.730563072579868,,,,,,,,,
Kepler-12,UID_0300175_RVC_001.tbl,16,matern32,-65.87960765684466,140.07698148040865,137.7592153136893,3,0.000748370260964748,0.2320017415876443,0.3057897747628744,0.2780785377838406,0.9640971743129328,3,1.0264552364272839,3.2929820451539644,16,-1.6254875556319002,2.0761611671050257,,-6.230657741619991,,,,,,,,,
Qatar-2,UID_0300179_RVC_001.tbl,44,matern32,-209.96647629488245,431.2855214915197,425.9329525897649,3,0.10847680113971592,0.11670321095088787,0.5476773131745392,5.825711162822555,0.6667475261994225,8,0.9848929051842095,-0.8399273653381236,44,-1.2223009740951711,5.0262321001190715,,2.0662682014969627,,,,,,,,,
Kepler-20,UID_0300182_RVC_001.tbl,30,matern32,-75.23806584774142,160.6797238404693,156.47613169548285,3,0.008261145295946903,0.10542555856389613,0.8582960006159194,1.4270598588225138,0.9641916704768216,6,0.9788838153066364,-0.6899257107826471,30,-3.508497002381055,4.087728566432634,,-0.6736267922167573,,,,,,,,,
Kepler-100,UID_0300208_RVC_001.tbl,49,sho,-136.09122778829806,287.74973676903863,280.1824555765961,4,4.3736661902482865,0.10520457148080087,0.6123582685606533,12.873520891497375,0.16841332185183966,9,1.0485589459576714,0.8315089148195525,49,0.9665841757560197,1.5088548988607586,2.7460121319493522,-1.5117891474182834,,,,,,,,,
2MASS J18561431+4431052,UID_0300316_RVC_001.tbl,20,sho,-1e+20,2e+20,2e+20,4,0.0,,,,,0,,,20,4.384093541521017,3.9105497206893465,0.0,,,,,,,,,,
Kepler-68,UID_0300317_RVC_001.tbl,52,sho,-122.71732828180455,261.2396314379348,253.4346565636091,4,0.9213982130854106,0.05920553013512936,0.9882412206617529,4.906999991825305,0.8973032272372143,10,0.9982858365459386,-0.42354216593575433,52,0.6829995324124355,5.1315142287888715,2.551829877416673,0.13118860144775524,,,,,,,,,
CoRoT-16,UID_0302448_RVC_001.tbl,24,sho,-125.33100511246744,263.37422554632667,258.6620102249349,4,1.6992894952580286,0.15871386655717407,0.5294735075825223,0.9408586802153951,0.9186271847435765,4,0.9406958984345435,-0.5687500323444605,24,3.183577107695541,2.422312110685283,6.907755278982137,-5.346608550685993,,,,,,,,,
HATS-1,UID_0302459_RVC_003.tbl,21,sho,-114.85509144915231,241.8882726491983,237.71018289830462,4,5.426380944840389,0.16849591413802806,0.534980435476638,1.299327179564783,0.8614896753087353,4,0.9503588907501758,0.6341259739854177,21,3.7322600354990487,3.016906329732086,6.907755278982137,-4.865236517285018,,,,,,,,,
WASP-78,UID_0302460_RVC_001.tbl,17,matern32,-75.88035644053781,160.26035291324428,157.76071288107562,3,1.0563780961092561e-09,0.22348072774418037,0.31507783808842926,1.3777366515064013,0.7107615809158692,3,0.5704284623416674,0.10940969014998547,17,-1.8330156104263173,1.7676373563834977,,-6.438185796414409,,,,,,,,,
WASP-42,UID_0302471_RVC_001.tbl,27,matern32,-102.5164490740271,214.92040874606718,211.0328981480542,3,5.809161507386307e-08,0.09597281646964417,0.944542424778525,1.7348802818340603,0.8844764666181738,5,0.8584604061828012,-1.1347234732087943,27,-2.187616432735756,2.1169844862201708,,-6.792786618723848,,,,,,,,,
WASP-42,UID_0302471_RVC_002.tbl,35,matern32,-105.46627657839753,221.5985973412633,216.93255315679505,3,0.04602748790676969,0.10876885894037158,0.7617840106588045,2.1816436844175606,0.9491063317915494,7,0.9305676420747557,-0.1425656606493506,35,0.14600241320705049,-3.85589207224292,,-7.609903292623456,,,,,,,,,
WASP-55,UID_0302474_RVC_001.tbl,20,sho,-78.16082998493084,168.30458906407765,164.32165996986168,4,2.8671982014392228,0.17702435859354965,0.5022557364385094,4.181440500304447,0.38200709557674895,4,0.6269881942584494,-0.18474231732017055,20,2.2683899797775373,2.0557071392714996,6.907755278982137,-4.20071217015323,,,,,,,,,
WASP-61,UID_0302475_RVC_001.tbl,15,matern32,-73.97464078572384,156.0734321747543,153.94928157144767,3,3.1458597504752106e-08,0.18099432597969034,0.6452951282574191,1.2135484928375664,0.7497566913036509,3,0.5993089137306377,-1.052127922162951,15,-1.241824229663099,1.9398777047193818,,-5.84699441565119,,,,,,,,,
WASP-62,UID_0302476_RVC_001.tbl,25,matern32,-97.70201141259568,205.06065029979595,201.40402282519136,3,0.34250432548248,0.10590388639864623,0.9140914516204913,3.5999322155043285,0.6083234696512926,5,0.98802215067641,-0.245504233414096,25,-2.1281454411874816,1.3936919313448328,,1.8498334928348596,,,,,,,,,
WASP-63,UID_0302477_RVC_001.tbl,23,matern32,-81.71638924459901,172.83926113698547,169.43277848919803,3,0.9630314023150675,0.08462231919622698,0.9916305063979923,12.362107824449179,0.01485219288660422,4,0.9813717647949005,-0.7188158636560833,23,-2.48279825743712,4.006456695632094,,1.5413253969052805,,,,,,,,,
WASP-66,UID_0302478_RVC_001.tbl,30,matern32,-156.24599199757836,322.6955761401432,318.4919839951567,3,0.059780365620810016,0.13958530532647645,0.5558022145893483,4.317745986560745,0.6337610365828519,6,0.9837420062988596,1.0783765679166226,30,-0.8143358910417688,5.764379960533338,,2.4988487992637527,,,,,,,,,
WASP-67,UID_0302479_RVC_001.tbl,19,matern32,-72.39553916220154,153.6243952619024,150.7910783244031,3,1.5537909703766672e-05,0.16526632984424228,0.6189842139036379,13.898126606497058,0.0030471509377764106,3,0.7250697527657018,0.15903416152836547,19,-2.3368529793937536,0.7860909262810997,,-6.942023165381845,,,,,,,,,
WASP-54,UID_0302482_RVC_001.tbl,16,matern32,-55.05696339598638,118.4316929586921,116.11392679197276,3,7.48129025396338e-09,0.14939653190409596,0.8174482429323654,3.3689169427442414,0.33816529440556864,3,0.8740712900978443,-0.6428668731255627,16,0.5989452563258829,1.4045762248867877,,-7.298449784123905,,,,,,,,,
WASP-58,UID_0302486_RVC_001.tbl,15,matern32,-57.45055176310737,123.02525412952137,120.90110352621474,3,1.7819139941366302e-08,0.15879755490922276,0.7890782102976559,2.332107729190475,0.5063978395026405,3,0.905813547410036,1.5510880031647005,15,-2.1354694440991313,0.8503000731155339,,-6.740639526101352,,,,,,,,,
WASP-64,UID_0302492_RVC_001.tbl,16,matern32,-66.68021115847515,141.67818848366963,139.3604223169503,3,1.6179751369804762e-05,0.2270093369599273,0.3301575913718774,2.4028716790197304,0.49310028443203935,3,0.4464612896420493,-0.695268792885833,16,-2.3025307616116497,2.078050074043452,,-6.434473900677939,,,,,,,,,
WASP-72,UID_0302493_RVC_001.tbl,18,sho,-67.97019760237175,147.50188223632816,143.9403952047435,4,2.01747630405481,0.17306628617746245,0.5940571794237333,1.707502067310226,0.6352672043150696,3,0.7634155646153473,-1.1279364628637285,18,1.9697185651231672,2.138561718663766,6.907755278982137,-5.98380575219623,,,,,,,,,
KELT-6,UID_0302522_RVC_001.tbl,16,matern32,-58.33236897726444,124.98250412124821,122.66473795452887,3,0.0005416698205209514,0.18835363481820666,0.558695397566189,4.15377816590566,0.24533050229061437,3,0.9975644958849214,-1.36665712757372,16,-2.380968010241313,0.796865548663651,,2.143846237603713,,,,,,,,,
KELT-6,UID_0302522_RVC_002.tbl,24,matern32,-105.81519581588884,221.16455312282153,217.63039163177768,3,2.3393366888058154e-06,0.13140076289414515,0.7537688605830271,2.881909642765842,0.5777780166104374,4,0.9642540879531967,-0.32924961453122714,24,-1.5623574351056708,1.887463759245775,,-5.660339388252524,,,,,,,,,
HAT-P-49,UID_0302527_RVC_002.tbl,16,matern32,-85.25456301373947,178.82689219419828,176.50912602747894,3,1.3916119393514208,0.13824177976229396,0.8797170559490632,3.1565763689835875,0.36810848233935833,3,0.9838511030893754,-0.2634053517163424,16,-0.6896874904298401,2.8646771367528947,,3.365392675581903,,,,,,,,,
CoRoT-25,UID_0302539_RVC_001.tbl,28,matern32,-130.04009173508882,270.07679700070327,266.08018347017764,3,0.0011874948506260807,0.12024131135322613,0.7690760704842494,6.384132200203079,0.27061435748425233,5,0.9077519493652283,0.24233223948089755,28,-1.3885579269554715,6.6906650443225315,,0.8055984240856967,,,,,,,,,
CoRoT-26,UID_0302540_RVC_001.tbl,24,matern32,-118.35676836437923,246.24769821980232,242.71353672875847,3,0.00023610375627924896,0.1069588639118988,0.9194261508567354,4.424148519680938,0.3516364869503811,4,0.8971830351181694,-0.9001760233705696,24,-1.0965141981555655,1.36754467916891,,-5.180159394847099,,,,,,,,,
