host,file,n_obs,best_kernel,logL,BIC,AIC,n_params,convergence_gap,ks_statistic,ks_pvalue,lb_statistic,lb_pvalue,lb_df,whitened_std,whitened_kurt_excess,n,p_log_sigma,p_log_rho,p_log_Q,p_log_jitter,p_log_period,p_log_Q0,p_log_dQ,p_logit_f,p_sho.log_sigma,p_sho.log_rho,p_sho.log_Q,p_matern32.log_sigma,p_matern32.log_rho
HD 142,UID_0000522_RVC_001.tbl,53,sho,-182.69585718141036,381.2728820170292,373.3917143628207,4,1.3473525990885662,0.109237531830076,0.5166682618013164,10.44447018916018,0.4024007321356393,10,0.9530149680827441,-0.5064837566447005,53,1.2174769875690852,7.2838540858871905,6.907755278982137,1.1231618633803628,,,,,,,,,
HD 142,UID_0000522_RVC_002.tbl,27,matern32,-90.88913718349725,191.6657849650075,187.7782743669945,3,2.083112349282601e-09,0.1222299996287809,0.7701628863409795,7.217909691337609,0.20493196733453556,5,0.77841428834433,-0.8287129004749749,27,-2.7038189798449417,7.214537158280471,,-7.308989165833033,,,,,,,,,
GJ 3021,UID_0001292_RVC_001.tbl,61,rotation,-249.80794673472104,524.281136654482,511.6158934694421,6,13.154361563659222,0.08337328284023043,0.7587046243753901,12.795322674252459,0.3840914482045792,12,0.916821437981606,1.2146652445804298,61,2.762447295908299,,,-1.1885000990331096,1.9715945052482269,3.1580647663996646,-1.210545159665006,-0.38078751004984546,,,,,
HD 1461,UID_0001499_RVC_002.tbl,28,matern32,-47.44737387316377,104.89136127685315,100.89474774632754,3,0.0009147211956062051,0.13351887354956762,0.6518485825969706,3.886575115956922,0.565859353760327,5,0.9970311272197044,0.6739300955072447,28,-4.331847486644332,-2.064828836332594,,0.15558366527542775,,,,,,,,,
HD 2039,UID_0001931_RVC_002.tbl,36,sho,-159.2058622766242,332.74580030707284,326.4117245532484,4,1.9505299051672296,0.13154124099703615,0.519315931688243,2.053569126017645,0.9568159773191032,7,1.0151131518111218,1.8997643480437771,36,3.00663416748147,4.717521066254367,3.6479638436481845,2.335048861360779,,,,,,,,,
HD 2638,UID_0002350_RVC_001.tbl,28,sho,-69.28031049047736,151.88943902165553,146.56062098095472,4,3.5246071436315134,0.1048494280648734,0.8865229675768328,9.068431593637047,0.106365585920291,5,0.9883588008382288,-0.26316287967598395,28,0.6064402605511666,2.6205170721597777,6.907755278982137,0.7370089622192213,,,,,,,,,
54 Psc,UID_0003093_RVC_001.tbl,42,sho,-111.47375047968674,237.89817943250696,230.94750095937349,4,3.277309023985708e-05,0.07867244667008877,0.9390754738079263,8.39339039956546,0.3960155930033239,8,1.0335941655491998,-0.2358757577069297,42,1.2540064763589,4.468877188445498,-0.09629353351208986,-7.721264955756059,,,,,,,,,
54 Psc,UID_0003093_RVC_002.tbl,121,matern32,-391.7451648813233,797.8777013994369,789.4903297626466,3,2.0328168541988134,0.058006838935721006,0.7881867707926475,27.27971623213909,0.1275762252068452,20,1.0046250397503493,-0.2879866194676657,121,1.6879743796274693,1.8923692040601694,,0.8557317984509983,,,,,,,,,
HD 3651,UID_0003093_RVC_003.tbl,26,sho,-74.52374062681885,162.07986740572363,157.0474812536377,4,3.2094686427354873,0.1486653978874956,0.5633468066443442,3.8708682308948363,0.5681536933789373,5,0.9610224458200141,0.9586419953637302,26,0.922484373066312,4.6248203626027005,6.907755278982137,0.9543561243834707,,,,,,,,,
HD 3651,UID_0003093_RVC_004.tbl,112,matern32,-355.3756560922558,724.9068087983968,716.7513121845116,3,2.792078578255598,0.06410484573830866,0.722154846017101,32.19362828885919,0.04127829757047241,20,1.0091387771658038,-0.1515669663891237,112,1.4986817743569627,2.2513695253086925,,0.854071527015894,,,,,,,,,
HD 3651,UID_0003093_RVC_006.tbl,35,sho,-100.53747458434697,215.29634141465158,209.07494916869393,4,4.857733821345377,0.09099631550106202,0.9087992839207597,9.070018969296305,0.2476680013308038,7,0.9675431924077779,0.07701209831571365,35,0.9584602069111482,3.952509070076629,6.907755278982137,0.6033556721433564,,,,,,,,,
HD 3651,UID_0003093_RVC_008.tbl,54,sho,-130.56586321070586,277.0876626076688,269.1317264214117,4,33.24599022087915,0.11563823007513124,0.43315693485961393,21.653832757138268,0.016968570680149897,10,1.015820509003521,0.1345849900394276,54,0.06753629699954782,4.351375854887943,6.907755278982137,0.8830149316528169,,,,,,,,,
HD 3651,UID_0003093_RVC_009.tbl,29,sho,-72.66534277181255,158.799868863571,153.3306855436251,4,9.138908336184457,0.0998780840291555,0.9069217023224775,10.585185697905896,0.0602538941675862,5,0.9923824015554574,-0.2135918455630783,29,0.6877774888492929,4.330675234120637,6.907755278982137,0.8895059384003957,,,,,,,,,
HD 3651,UID_0003093_RVC_011.tbl,16,sho,-57.70643374925326,126.50322238746564,123.41286749850651,4,2.2800734721070413,0.2155047263377402,0.3911557564716932,2.93326756060212,0.40202885589246584,3,0.9609480749692,-0.03731758260695983,16,2.2215174898690653,5.1819406906351615,6.8849164812041135,-4.842833057537035,,,,,,,,,
HD 4208,UID_0003479_RVC_001.tbl,41,sho,-101.0402073864843,216.93470303978583,210.0804147729686,4,2.1107161955471554,0.12255208232104631,0.5291204268126726,18.344648379786033,0.01878593519418026,8,0.8914120351151714,-0.4225434279979461,41,0.4054839132418459,4.191337314460524,3.742892396858365,-8.05330695216687,,,,,,,,,
HD 4208,UID_0003479_RVC_002.tbl,35,sho,-100.9679169745008,216.15722619495924,209.9358339490016,4,4.3078708822112475,0.10633071327539578,0.7847830385317558,9.789545818439725,0.20081672177492393,7,0.9761332818917464,-0.981581273941821,35,0.999790846123282,4.18007790448599,6.907755278982137,-7.598970157337395,,,,,,,,,
HD 4308,UID_0003497_RVC_002.tbl,41,matern32,-68.13914660380381,147.41900940772055,142.27829320760762,3,1.7115543368929167,0.08727458688312745,0.8868557640560769,7.481244568574434,0.4857075582366247,8,1.030404501334849,0.3496844876843266,41,-4.309514545743544,1.3779798915653145,,-0.3572178882065767,,,,,,,,,
HD 4313,UID_0003574_RVC_001.tbl,28,sho,-78.26367699326022,169.85617202722125,164.52735398652044,4,3.0736250250500063,0.07120320931759311,0.9969015064059951,9.739949618229927,0.08294804369126996,5,0.9968469420034218,-0.4025360023002551,28,1.421853763813213,4.953513549069231,1.40189252899793,0.7422768829361839,,,,,,,,,
HD 4732,UID_0003834_RVC_001.tbl,48,sho,-163.87361000306748,343.23202404976655,335.74722000613497,4,1.0478182030990126,0.10920083448902651,0.5782503486924271,15.14727887267366,0.08696911052196721,9,0.9767189334989886,0.6546799106010308,48,1.7990712857783704,4.934856774999774,1.3542659200809555,1.228607031338613,,,,,,,,,
HD 5319,UID_0004297_RVC_001.tbl,30,matern32,-90.53558049447774,191.27475313394194,187.07116098895548,3,0.0007931685218238727,0.11050268168918276,0.8185579300160284,8.622721000250607,0.19593393891980648,6,0.9940798819812587,0.22653028760737737,30,-3.010936371950048,2.484313140346237,,1.5161169229774623,,,,,,,,,
HD 5608,UID_0004552_RVC_001.tbl,43,sho,-141.1776596878156,297.4001198384055,290.3553193756312,4,1.8668454434103978,0.08234684609228005,0.9093644606308351,4.756335576178147,0.783273533096553,8,1.0725101487781064,0.4902561603511013,43,0.985216565622487,6.9077797808370365,6.907755278982137,1.409402788377091,,,,,,,,,
HD 6434,UID_0005054_RVC_001.tbl,130,sho,-498.99174976122436,1017.4536373242711,1005.9834995224487,4,9.345686625598773,0.04713715301376231,0.9216314187155321,21.96321661239102,0.3425099429308248,20,1.034395270538045,0.1403983970177598,130,1.4625851146040167,2.3982005151329373,6.907755278982137,1.9273589948695893,,,,,,,,,
HD 8574,UID_0006643_RVC_002.tbl,16,matern32,-68.61795244049718,145.5536710477137,143.23590488099435,3,0.13706765781869024,0.15632346802106167,0.7741715047202797,10.645831013364097,0.01380358172353624,3,1.0862676001956966,-0.8562173264407478,16,1.1501637769988422,7.03346824987051,,1.9368905494118611,,,,,,,,,
HD 8574,UID_0006643_RVC_003.tbl,41,sho,-173.35532546772058,361.56493920225836,354.71065093544115,4,0.3233553673091478,0.07693228615216474,0.953059880575221,6.47555593866449,0.5941202468622695,8,0.9859523457299667,-0.3846961900750352,41,2.725136977719415,4.5681489306964504,0.4854387730075954,1.6923969509313292,,,,,,,,,
HD 8574,UID_0006643_RVC_004.tbl,44,matern32,-164.47799686332385,340.3085626284025,334.9559937266477,3,2.2848240632811212e-07,0.09009271570684957,0.8360320724639997,13.506832185705356,0.09556031822135147,8,0.8546504008884495,-0.5755683051157874,44,2.3169374663920683,3.1143830054952164,,-6.666328969434593,,,,,,,,,
HD 8574,UID_0006643_RVC_005.tbl,16,matern32,-68.22557338754997,144.76891294181928,142.45114677509994,3,6.270011778216556,0.20076115521411353,0.4785957418693082,3.911632352490062,0.27116570057437206,3,1.0071049515248223,-1.4969802635430012,16,-1.7488315341202307,6.368081916439268,,2.6461270502708927,,,,,,,,,
HR 458,UID_0007513_RVC_001.tbl,52,matern32,-222.71522708505282,457.28418532584993,451.43045417010563,3,0.15505704006164933,0.10015364382845465,0.6374035074069581,4.808313597276601,0.9036093898532879,10,0.977201497368631,0.09430551142175059,52,2.7970773189888973,3.5651329461636627,,1.4411064145130348,,,,,,,,,
HR 458,UID_0007513_RVC_002.tbl,89,matern32,-371.8645462127952,757.1950015347868,749.7290924255904,3,1.039563700509575,0.10195901348889141,0.2928609826132519,17.687048795303905,0.40883626454138655,17,1.041023797303204,1.7598610116474331,89,2.7058226513192802,3.2355030277896644,,1.7322516285660468,,,,,,,,,
Ups And,UID_0007513_RVC_003.tbl,268,matern32,-1042.312844815904,2101.3986505733405,2090.625689631808,3,0.07394570722908611,0.05250325846341625,0.4361621248859938,16.46255827212809,0.687545226819797,20,1.0278914162218082,1.5618124381451395,268,2.7657110720122278,3.869906909893999,,0.5253839912868571,,,,,,,,,
ups And,UID_0007513_RVC_004.tbl,248,matern32,-959.3541242397392,1935.2485347179734,1924.7082484794785,3,4.821458787773736e-10,0.041808357389509776,0.7626313009903799,17.333825348287533,0.631202677724889,20,1.0282951097899524,1.605398039606598,248,2.7373197767397244,3.8145251888054346,,1.42003242957492,,,,,,,,,
Ups And,UID_0007513_RVC_005.tbl,71,matern32,-296.05875435922894,604.9055483495819,598.1175087184579,3,6.842274466841218,0.06860739593263193,0.8690000796507451,8.750236610949289,0.8467098940609185,14,1.0116778558194128,0.48344136035590024,71,2.658432011069208,3.729925327527488,,2.2090650701704093,,,,,,,,,
ups And,UID_0007513_RVC_006.tbl,41,sho,-163.7423838106912,342.3390558881996,335.4847676213824,4,1.9199814220736187,0.08279989419875278,0.9193155725313886,8.41789435156701,0.393748781870221,8,1.0162010444016092,0.35300637310199656,41,1.8012433445439624,7.139781348322485,6.907755278982137,2.067760456288203,,,,,,,,,
ups And,UID_0007513_RVC_007.tbl,284,matern32,-1084.2727173426963,2185.4923573998763,2174.5454346853926,3,1.515672920504585e-09,0.030961803312274716,0.9403948382061837,11.358055823663479,0.93640329033644,20,0.9884943685351106,0.02465924459937785,284,2.662411449680665,3.825268476755396,,1.5186154160472787,,,,,,,,,
HD 9826,UID_0007513_RVC_010.tbl,17,matern32,-74.30677219960934,157.11318443138734,154.61354439921868,3,1.7440578037037398,0.14187830296408993,0.8373241320788933,13.174058541108112,0.004274921728263159,3,1.0652313632595791,-0.23169962601581906,17,-1.5956098720106668,7.058755912004316,,2.5237612469793556,,,,,,,,,
HD 10647,UID_0007978_RVC_001.tbl,28,matern32,-97.86304227965813,205.72269808984188,201.72608455931626,3,3.089916489559684,0.12962678246527426,0.686773749993144,7.999790497441491,0.15624717405250976,5,1.0256762208543546,-0.018906493965165083,28,-2.4775403471392554,7.916895487794919,,1.7380671008614113,,,,,,,,,
HD 10700,UID_0008102_RVC_004.tbl,95,sho,-331.5326390032001,681.2807855728023,671.0652780064001,4,5.439302586308315,0.06048570428342348,0.8568298798515618,16.661914163338864,0.6127604696948243,19,0.8901860266827873,0.025505400842362747,95,1.756516611323366,2.6169719379939274,5.742257438346433,-0.562733761050873,,,,,,,,,
HD 10697,UID_0008159_RVC_001.tbl,59,sho,-185.4771247878383,387.2643993512995,378.9542495756766,4,2.9875355837742745,0.09167321882947038,0.6700785908835788,3.2602613759109165,0.9868198705530787,11,1.0086989410989178,-0.08327356185824986,59,1.9023763069486859,5.043393765786873,1.8855488503844067,0.95102156680007,,,,,,,,,
HD 10697,UID_0008159_RVC_002.tbl,35,sho,-105.3888513556461,224.99909495724984,218.7777027112922,4,5.794058273169583,0.09510797008260607,0.8799712422522961,9.892143343455071,0.19476845443175406,7,1.02090363825024,-0.4694951149889941,35,1.8890444776757644,2.055917780031606,5.361355827869123,-0.010129426103978163,,,,,,,,,
HD 10697,UID_0008159_RVC_003.tbl,40,matern32,-142.83035728879665,296.7273529399351,291.6607145775933,3,0.0010096424769869827,0.10051160457312774,0.7766884864691932,8.40025832298814,0.39537945380619177,8,0.9458759493049732,0.04134050322897931,40,-2.4444106006009054,2.6339773052560207,,-6.632085789310109,,,,,,,,,
HD 10697,UID_0008159_RVC_004.tbl,32,matern32,-111.3752764989864,233.14776070637197,228.7505529979728,3,0.24039392100659995,0.1187597258436609,0.7133738651058446,6.741706243254398,0.3453959828021381,6,0.9912356073197721,-0.3893175964893345,32,-2.506900384804847,5.929432907109222,,1.0603394063387301,,,,,,,,,
HD 11964,UID_0009094_RVC_001.tbl,87,sho,-233.21557454714358,484.2947815689055,474.43114909428715,4,2.8897399727181323,0.06222526185645827,0.8681378662182523,8.024962104750978,0.9660100071463711,17,0.965407228791103,0.4022721834745382,87,1.2074208697861788,2.8370053092966714,-0.6930825842744849,-7.768769385194844,,,,,,,,,
HD 11964,UID_0009094_RVC_002.tbl,119,sho,-293.2575058621634,605.6315056967729,594.5150117243268,4,34.14263350924409,0.04847883690439625,0.9295454663413875,13.599719653017182,0.8501975601710277,20,0.9991157084212489,-0.13211582265337407,119,0.13622377711626749,4.40814638699988,2.6538744906992973,0.8953330431419974,,,,,,,,,
HD 12661,UID_0009683_RVC_002.tbl,51,matern32,-185.056812221546,381.909101341265,376.113624443092,3,10.622521128810376,0.08932323234696626,0.7772055445978939,17.211925824851008,0.06980417158066266,10,0.9993017118233669,-0.7893623933397533,51,1.8987901667109865,2.424448735699787,,0.8418703994985133,,,,,,,,,
HD 12661,UID_0009683_RVC_003.tbl,15,matern32,-35.17835939647622,78.48086939625907,76.35671879295244,3,4.696909599033461e-07,0.2188207857355326,0.410133386056435,2.6609783511872522,0.4468993962812411,3,0.7789285321401805,0.4628671456753741,15,0.09173883472845645,2.170756174372087,,-8.309692498293446,,,,,,,,,
HD 12661,UID_0009683_RVC_004.tbl,20,sho,-74.2433597617732,160.46964861776237,156.4867195235464,4,4.565159279775656,0.13662932492822755,0.8016267608171832,2.9543705709868697,0.5654901875412655,4,1.0157684249542351,0.13424117659926793,20,2.0823422352258834,3.5013192751799096,6.907755278982137,1.6405637695854616,,,,,,,,,
HD 12661,UID_0009683_RVC_005.tbl,45,sho,-139.76869928325772,294.7640485255967,287.53739856651544,4,1.7205455179691853e-05,0.09190302411790685,0.8084493877306114,9.552195212239459,0.38793733424836496,9,0.9558406435578457,1.2571649010841686,45,2.117778491167919,4.601469924345416,1.4722743987244662,-7.0797180031240545,,,,,,,,,
HD 12661,UID_0009683_RVC_006.tbl,41,matern32,-149.06901983927835,309.27875587866964,304.1380396785567,3,4.061651200222968,0.1100890805291227,0.6624186569931522,21.832709528413957,0.005235383241386726,8,1.0113083014418862,-0.34344798982119906,41,1.8709641815425577,2.705045692055756,,-5.328109292911688,,,,,,,,,
HD 12661,UID_0009683_RVC_008.tbl,40,matern32,-134.72866606642586,280.5239704951935,275.4573321328517,3,9.304150694333657e-08,0.11612261898979748,0.6119958687056382,2.9596845914036756,0.9368619978764351,8,0.9346659737303756,-0.4919620985117219,40,2.0118595659990115,2.9230187753755397,,-7.037286393865277,,,,,,,,,
alpha Ari,UID_0009884_RVC_001.tbl,678,matern32,-2222.2116849842223,4463.980811832266,4450.423369968445,3,0.002106102284415101,0.1228036155974695,2.275889754371556e-09,81.4366260432974,2.2361111851054716e-09,20,0.7111953285304272,0.9450565447598116,678,2.8058172621370403,-1.6670380445193047,,-6.372978165560421,,,,,,,,,
GJ 86,UID_0010138_RVC_001.tbl,23,matern32,-66.54412683977786,142.49473632734316,139.08825367955572,3,0.005919767375289098,0.10089983350613818,0.9548242201462668,2.17599341637617,0.7034266904813031,4,0.8502791817511706,-0.9565026839787927,23,-0.49559090228327146,6.993902607789519,,-7.734479841083262,,,,,,,,,
GJ 86,UID_0010138_RVC_002.tbl,42,sho,-129.82885722521846,274.60839292357036,267.6577144504369,4,3.524831973172354,0.12822482291961468,0.45699549736280054,7.365833068199817,0.4977246375423524,8,0.9984555547336699,1.012844798436526,42,1.251817299474868,7.531305697420918,6.907755278982137,0.8249281838954338,,,,,,,,,
WASP-33,UID_0011397_RVC_001.tbl,29,matern32,-236.08511114093454,482.2721097718285,478.1702222818691,3,0.0750942329196107,0.15566618408930555,0.4390075805445598,10.774944620094702,0.05602934033283091,5,1.0171697845742718,0.7700284223429739,29,2.149219340563585,-0.5681227396959598,,5.485831922838927,,,,,,,,,
75 Cet,UID_0011791_RVC_001.tbl,74,sho,-262.0993786074801,541.4150175877769,532.1987572149602,4,4.540670155011867,0.07272421166367338,0.8016929409082725,15.241326291469512,0.36185946471495045,14,1.003572051340268,-0.848684744054327,74,2.022869242920692,4.608086579988023,-0.14378278128551408,0.5328912923403644,,,,,,,,,
79 Ceti,UID_0012048_RVC_001.tbl,71,matern32,-191.22881844461298,395.2456765203499,388.45763688922597,3,0.14905120829001817,0.09146516588076736,0.5611940171280276,14.192942916577,0.4354378223386499,14,1.0087239327240436,-0.6342724671071776,71,1.0906824185670825,2.2919008188801646,,-0.06744825120513431,,,,,,,,,
HD 16141,UID_0012048_RVC_002.tbl,46,matern32,-118.94728547124723,249.38049513196174,243.89457094249445,3,6.629159088333836e-08,0.08434082684186295,0.8716876479003324,7.224516120128847,0.6137566392876451,9,0.9505738909889849,-0.8710597567198359,46,1.02984294032064,3.3251469309583874,,-7.889938136863707,,,,,,,,,
81 Cet,UID_0012247_RVC_001.tbl,33,matern32,-122.6155420617514,255.72060680790224,251.2310841235028,3,6.069856459877286,0.09421498212514046,0.9048536319960385,5.865215334502168,0.4384570356683707,6,0.9743774494862727,2.524577262091702,33,0.9508721119725728,7.401629536740322,,2.0941456114302675,,,,,,,,,
Iota Hor,UID_0012653_RVC_003.tbl,95,matern32,-428.7233387460925,871.1083081669866,863.446677492185,3,5.161666649655672e-09,0.09171543695178269,0.37823043455488337,16.49466767212965,0.6240610638878226,19,0.948278028805619,-0.06691446009590996,95,3.0196043211069785,0.9203249465425879,,-5.908547278694488,,,,,,,,,
Iota Hor,UID_0012653_RVC_004.tbl,26,sho,-99.432241228053,211.89686860819194,206.864482456106,4,0.3255482370374949,0.14146285232438102,0.625020501019903,6.082513320683103,0.29827262983313285,5,0.9453247917365168,-0.5463608381169682,26,1.8281334509234741,3.661702176563121,6.907755278982137,1.5192151925859265,,,,,,,,,
HIP 12961,UID_0012961_RVC_001.tbl,46,matern32,-130.02617006672733,271.538264322922,266.05234013345466,3,3.5447601081978917,0.10307344031315074,0.6744232857639019,10.873575704214913,0.2844743655629871,9,1.0442175309229484,-0.22046557311425552,46,-3.140425535362019,4.641150971321782,,0.9375053439800367,,,,,,,,,
HD 17156,UID_0013192_RVC_001.tbl,29,sho,-99.51996145467346,212.50910622929283,207.03992290934693,4,2.6143884845192247,0.07339416119889508,0.9943562213691912,3.6832853745514345,0.5958533029003926,5,0.9737733803317247,-0.6734646361576271,29,1.9401270036596105,-2.878097748025267,-0.019127587254662848,-6.932601420145798,,,,,,,,,
HD 17156,UID_0013192_RVC_003.tbl,18,matern32,-71.85581686825836,152.3827490102052,149.71163373651672,3,0.29357659252455903,0.2096115760538457,0.35701639325110046,1.0466649088412554,0.7899624173215511,3,0.974318396219081,0.19635273157853161,18,-2.058240514963967,-0.9095211438187198,,2.049531183992139,,,,,,,,,
HD 17156,UID_0013192_RVC_004.tbl,24,sho,-58.967391919078416,130.6469991595486,125.93478383815683,4,0.049877370111026664,0.09048022137183998,0.979247824177326,5.65156006201048,0.2267249534772835,4,1.0135083854437816,-0.6073178352884474,24,0.9667364128526721,1.2329931610567237,3.7896577143427237,-0.07262011162584632,,,,,,,,,
HD 17156,UID_0013192_RVC_006.tbl,25,matern32,-103.24095638114912,216.13854023690283,212.48191276229824,3,0.015716343893629414,0.12703630815643047,0.7684912574448954,0.9155111541630893,0.969088540203786,5,0.9263129033570732,-0.009621927869149172,25,0.9868475760770693,-3.7982479818535824,,-4.2558256688640075,,,,,,,,,
HD 17156,UID_0013192_RVC_007.tbl,34,sho,-89.43801249430302,192.98146708707068,186.87602498860605,4,0.24831524203632682,0.13966322460388247,0.47850990804247073,6.502346339892671,0.36932648521482503,6,1.010353487026221,0.4840199114820827,34,1.0998870676684749,1.070620267714696,3.385644381385884,0.39127559405367385,,,,,,,,,
HIP 14810,UID_0014810_RVC_002.tbl,53,sho,-119.58154139522252,255.04425044465353,247.16308279044503,4,0.0016610813325144136,0.07577473029051096,0.8984928878284434,12.756287338305306,0.2376190864200055,10,0.9997240071851503,-0.6139287906540383,53,0.7472952320694901,0.7790174899856944,-0.11658160706473171,-1.5025912839219429,,,,,,,,,
HD 19994,UID_0014954_RVC_001.tbl,48,matern32,-182.8101005821269,377.2338041969775,371.6202011642538,3,3.3909515195773565e-07,0.2450194178733074,0.005051573101769957,6.58135838747996,0.6806146934266695,9,1.0011509793983193,-0.3900705701883691,48,2.751075049131981,3.5215286098191423,,-6.586679040261908,,,,,,,,,
HD 19994,UID_0014954_RVC_002.tbl,56,matern32,-216.24353502095047,444.5631251141064,438.48707004190095,3,0.709707699272883,0.11136161140651141,0.4581790627805967,16.712204064281202,0.11668144450227746,11,0.989333766472748,-0.12025923280158635,56,2.1408676650169207,2.3966357847741895,,1.611473210412175,,,,,,,,,
HD 19994,UID_0014954_RVC_005.tbl,16,matern32,-73.5356601754321,155.38908651758354,153.0713203508642,3,7.3896732728453856,0.15736926253938355,0.7674122796113994,4.203695715174354,0.2402921344454172,3,1.0023909745643378,0.02699615404989064,16,2.100083165883156,7.853597861617419,,2.909959213554827,,,,,,,,,
HD 20782,UID_0015527_RVC_001.tbl,30,sho,-84.49531907667097,182.59542767999056,176.99063815334193,4,2.155396293065067,0.12429164682619487,0.6969611878489197,4.500584153852043,0.6092613445380461,6,0.7884456024918691,-0.08456894792679748,30,0.657233834301371,4.926521703391435,6.907755278982137,-7.66576318492748,,,,,,,,,
Epsilon Eridani,UID_0016537_RVC_001.tbl,33,matern32,-107.21229540988858,224.9141135041766,220.42459081977717,3,0.16465471503266826,0.135958081251061,0.5308438846904384,11.340192270451515,0.07841447148662872,6,1.0054299393158688,-1.2625842284321875,33,-2.7600046589061424,4.9664128012100335,,0.7830754560355412,,,,,,,,,
Epsilon Eridani,UID_0016537_RVC_002.tbl,120,matern32,-448.3352517361136,911.0329787005734,902.6705034722272,3,1.2963198514626129e-08,0.0963929211732042,0.20135801695385702,38.63568146647711,0.007397973657328971,20,1.023618555949378,-0.17338368306943286,120,2.183479668920154,2.99243624761981,,1.586913540376134,,,,,,,,,
Epsilon Eridani,UID_0016537_RVC_003.tbl,33,sho,-132.8217916669212,279.62961357970835,273.6435833338424,4,6.124070375570227,0.16193377054528957,0.3172711158038988,4.481816010243744,0.6117661489659887,6,0.8746256154964689,0.27674670551513225,33,2.3874172183040177,4.211895869055389,6.907755278982137,-4.133028819964509,,,,,,,,,
HD 22049,UID_0016537_RVC_006.tbl,49,sho,-194.4968927631531,404.56106671874875,396.9937855263062,4,0.034184086708052064,0.15222138278186048,0.18605095751261225,34.26876035416918,8.013309831045312e-05,9,1.0387120027333485,-1.1935363893964173,49,2.623221242963856,4.418970517581161,0.9957456190740982,0.8123150517372623,,,,,,,,,
HD 23127,UID_0017054_RVC_001.tbl,34,matern32,-128.68011120605925,267.939303985967,263.3602224121185,3,0.012059707623336635,0.10515496968212779,0.8088603270946095,11.56678203439141,0.07236124636068186,6,1.0458705826594694,0.06888025461324032,34,0.19183471164272375,7.979013979469128,,2.1845726889657593,,,,,,,,,
HD 23079,UID_0017096_RVC_001.tbl,19,matern32,-52.21853836934992,113.27039367619916,110.43707673869984,3,7.0744881952578e-08,0.1397232319758387,0.803588656616301,0.8075726351915273,0.8476549147129875,3,0.762871296673088,0.2876322294244167,19,-3.1720511378398846,4.835098588055868,,-7.777221323827976,,,,,,,,,
HD 22781,UID_0017187_RVC_001.tbl,32,matern32,-112.60494339797839,235.60709450435596,231.20988679595678,3,14.646448655256563,0.14183789618980525,0.4960698224709489,11.427143350183043,0.07603872746288975,6,0.9840728335291348,-0.196320078171917,32,0.20166563510140845,3.0460063916592146,,1.9138746882194928,,,,,,,,,
HD 23596,UID_0017747_RVC_001.tbl,39,sho,-138.34590136217454,291.3460493088677,284.6918027243491,4,6.1792214683881355,0.15430859628928578,0.28106152322254807,5.586832823361111,0.5887319011240391,7,0.8528517861241308,0.4418418656297982,39,1.7857485424183697,5.241422921400502,6.907755278982137,-6.955121956744283,,,,,,,,,
HD 23596,UID_0017747_RVC_002.tbl,63,matern32,-224.09293089209618,460.61526596336694,454.18586178419235,3,0.0009738747996266284,0.09303925917941891,0.6131175885030631,27.01048985638169,0.007700370918868438,12,0.8132111092037745,0.3771361630865733,63,-2.4721329197877537,1.9422160896599843,,-7.077303105775845,,,,,,,,,
HD 27894,UID_0020277_RVC_001.tbl,20,matern32,-167.7681619202265,344.52352066111496,341.536323840453,3,6.652620072600257e-07,0.4984262445474844,4.0702583503967344e-05,3.8892072317832014,0.4212076217894871,4,0.002625013722095257,-1.1746396975985502,20,-1.247177762477122,5.158982062151709,,-7.698939921437905,,,,,,,,,
HD 28185,UID_0020723_RVC_001.tbl,15,matern32,-51.89233367960797,111.90881796252258,109.78466735921594,3,4.473967391236883,0.23867552217025173,0.30859375413068224,5.410446219061324,0.14409412747800632,3,1.027175415612309,-0.46024636817988407,15,-2.532462761786468,6.464034523500527,,1.76258252215174,,,,,,,,,
HD 28185,UID_0020723_RVC_002.tbl,40,sho,-134.2545468212269,283.26461145890954,276.5090936424538,4,1.0500928550760875,0.08505468231358604,0.9108003717720967,7.015941917210952,0.5349136342383691,8,1.0541287945153748,0.4405095951486655,40,1.047780700811293,3.4410641304799037,6.907755278982137,-5.0802163894052965,,,,,,,,,
HD 28185,UID_0020723_RVC_003.tbl,34,matern32,-109.19347855250913,228.96603867886677,224.38695710501827,3,0.00044013281890897815,0.15268611507107804,0.3686331435022574,6.4983239063299765,0.36973830817038866,6,0.8305297734511145,0.43607415949907224,34,-2.872810771955096,2.0752251652206932,,-7.4779809579431875,,,,,,,,,
Epsilon Tauri,UID_0020889_RVC_001.tbl,20,sho,-70.14733938401493,152.27760786224582,148.29467876802985,4,3.1818378045892786,0.17836003207768125,0.4927868344497677,1.906537875880715,0.752943873994815,4,0.917509245871116,-0.35621322165026115,20,2.033888041399904,4.602335164496957,1.5595452149371263,-6.814968677982471,,,,,,,,,
HD 30177,UID_0021850_RVC_001.tbl,22,matern32,-74.41165043360321,158.09642822728136,154.82330086720643,3,1.7554059667190813e-05,0.0963810275193763,0.9744822074842789,8.678292359565894,0.06966338437559494,4,0.9184204863841914,-0.5345130315260556,22,0.6041597002004163,7.50994061557151,,-3.271109976264947,,,,,,,,,
HD 30177,UID_0021850_RVC_002.tbl,15,matern32,-56.74534033171189,121.6148312667304,119.49068066342377,3,3.5860175273683126e-08,0.16372603879740472,0.7583466342881802,0.8817221951982607,0.8298362728779439,3,1.0399871496427853,-0.4252694355019484,15,-1.9851086101333748,7.123528294508505,,-6.590278796121466,,,,,,,,,
